tweet,category
   أنا معلقة مع الأشخاص القدامى في إنجلترا    عندما أعود مع ذلك,0
جينجاديف احترس من جدار الطوب  الذي يقفز إليك بمجرد انتهاء اندفاع الكافيين,0
كل يوم أستيقظ وأشعر بأن حملي ثقيل جدًا وأن لا أحد يستطيع مساعدتي على تجاوز مصاعب الحياة,1
رائع ، أعتقد أنك تشعر بالغيرة جميعًا ، لكنني نوعًا ما لا أريد الذهاب إلى الرقص الليلة شخص آخر يقودني,0
صورة سيمون الكبيرة بالطبع لا أثق في أي مصدر أو مرشح للبيانات,0
لا أرى المستقبل أمامي ولا أرى أي أمل يمكنني التمسك به,1
كلما حاولت النهوض، تسحبني الحياة للأسفل بثقل لا يحمله الإنسان العادي,1
كل شيء مني يصرخ طلبًا للراحة والسلام الذي لا يأتي أبدًا,1
صباح الخير كل شخص أتمنى أن تكون بداية رائعة لهذا اليوم يرفع فنجان القهوة,0
  أنا شخص محبة ورعاية,0
كان لدي ما يكفي من الحياة والألم الذي يسببه,1
من أجاب لا أستطيع رؤيته ولكن فقط قلت ما قلته وأذهب لرؤية  من إخراج جيمس وان في ديسمبر ,1
الكثير من التغريدات الخاصة بي تدور حول فقدان أمبير بائسة ، لكن ليس كل ما يتصدعه كل ما في الأمر,1
  يا قلبي يؤلمني جدا أنا أحبك يا حبيبي جدا سيء  ,0
كل لحظة تمر تجعلني أشعر أن نهاية حياتي قريبة جدًا,1
عفوًا مرة أخرى ، فهذا,0
يوني يلعب بوتش في الخارج وكعك  المجاني أشعر بأنني أحب,0
لا أرغب في العودة إلى المدرسة ، لا أريد أن أقود السيارة هناك ، لا أريد القيام بهذا المشروع الغبي ، أنا فقط ,1
اريد ان متزوج,0
لم أكن أكثر سعادة في حياتي ، فأنا أتخلص من جميع الأشخاص السامين الذين أسقطوني وهؤلاء ,1
لقد تغيرت الخطط للأفضل لركوب  تحت أشعة الشمس الآن,0
اللعنة عليك أنا أكرهك سخيف,1
عرض غرفة  السريعة يوم الخميس,0
 نعم إنهم يستمرون في التحسن,0
أعيش مع ذكريات وألم لم أستطع بعد الخروج منه، وأشعر بأني محاصر داخليًا بلا مفر,1
تهانينا جون أنا ممثل زاحف وليس ممثل حلو,0
  ما قلته للتو ولكن أنا أحب ذلك,0
  عيد ميلاد سعيد للأسطوري نيل يونغ وهو يتحول اليوم ,0
شيء غريب من حيث أنني لم أستطع التوقف عن التفكير فيه لا يمكن أن ينام ثم من بعض الأوراق القديمة ، وهي بطاقة   ,1
أنا محاصر بأفكاري السلبية وأرغب في الهروب منها بسلام,1
روبي روبي روبي روبي أخذ للتو تسليم للتو بداية كتاب روبي روبي ووب لغة أخرى   ,0
إنه لأني مجنون أن أغلقت نفسي على شخصين كنت قد انزلقت معهم لفترة طويلة ، وأنا أحبهم حتى الموت وأود أن أتعامل مع,1
أشعر بأنني عبء على الجميع وأستحق الموت.,1
في داخلي صراخ لا يسمعه أحد وأتمنى لو أن النهاية هي الحل,1
ثانيًا ، سيظل بعض الناس يريدون أن يزرع طعامهم بالطريقة القديمة تمامًا مثل كيفية شراء اللحوم التراثية وبذور الإرث,0
أعيش كمن فقد الأمل بكل شيء في حياته، وأتمنى لو أتمكن من الهروب إلى عالم لا يؤلمني,1
شكرًا   على خدمة سريعة جدًا في تركيب لوحات الأرقام الجديدة اللامعة,0
طرق  الجيدة هنا  كانت لفة ركوب اليوم,0
أشعر أن روحي تنهار ولا أستطيع تحمل هذه المعاناة أكثر,1
أشعر بأن روحي متعبة جدًا وأنني لم أعد أستطيع مواصلة الطريق,1
  احصل على كل ضغوطك ,0
 يجب أن يخبرهم أن أخته إصلاحها,0
كل يوم أستيقظ وأشعر بثقل الألم الذي يثقل روحي كأن الحياة فقدت معناها بالنسبة لي,1
أريد أن أنام إلى الأبد ولا أستيقظ أبدًا من أحزاني,1
لقد سئمت من كل شيء أريد أن أموت,1
قضى يوم رائع اليوم,0
  ليس محاميًا ، لكن تم تشخيص إصابتي بالاكتئاب عندما كنت أخي أقسم لأعلى ولأسفل,1
إن تشخيصي غير الرسمي هو اضطراب الفصام الثنائي القطب ، لقد كان كابوسًا مع الكثير من التجربة والخطأ مع كل أنواع العلاجات التي أدوي كوكتيل من حبوب منع الحمل في اليومالآن كل ما أعرفه هو أنني أريد أن يتوقف,1
أشعر بأن الألم في داخلي لا يطاق وأبحث عن مخرج يحررني من هذه المعاناة التي لا تنتهي,1
لقد فعلت شيئًا في أكتوبر  تشرين الأول ، فقد شعرت بجرعة زائدة ، شعرت بالوحدة والرهيبة ، كنت في المستشفى لمدة يومين الآن عندما أسير في ممرات مدرستي ، وينظرون إليّ دائمًا ويقولون إنني يجب أن أتناول المزيد من الحبوب وأكرههاليس لدي أحد لدي هذا الصوت في رأسي الآن ولن يختفي ولا أستطيع أن أكون نفسي بعد الآن شكرًا على القراءة,1
 إنه ليس الطالب الذي يذاكر كثيرا ليزا ، متخلف ، تذكر أولمبياد خاصة لا أتحدث النمساوية أن الرجل لالتقاط الأنفاس,0
أموت قليلاً في الداخل عندما أرى شخصًا عجوزًا يأكل بمفرده في مطعم,1
أنا أتعلم تويتر يتفوق على القيام بالضرائب,0
  قال ذلك من قبل وسأتي قولها مرة أخرى   يبدو ويبدو مضحكا وهذا لا شيء آخر ,1
بارك بارك يا فلة,0
  أنا أكره عندما يتعين علي تقييم أعضاء مجموعتي لأنني سأقيمهم دائمًا أعلى مما كنت أقيم نفسي,1
تحاضن في السرير مع بيبي,0
كل لحظة تمر أشعر بأن روحي تنهار أكثر فأكثر ولا أرى نورًا في نهاية هذا النفق,1
تعبت من الحياة المعيشة مع الخوف من عدم إعجابك بذلك الآن على اللعنة ، أنا حقا ليفين الآن الناس,1
تناول وافل  مع كريم الآيس كريم وصلصة الشوكولاتة يا إلهي مذهلة,0
صنع مخطط الكمبيوتر المدرسي الخاص بي,0
لم أعد أستطيع رؤية الضحكة في وجهي بسبب الحزن العميق,1
   منخفض جدًا ، لذا ، فإن بطاقة الائتمان جاهزة جاهزة,0
تمكن  من إصلاح  المكسور في دقيقة وحفظ العرض التجريبي أحسنت ,0
سأركب سيئًا إلى  في أي يوم ، لكن في نهاية اليوم ، أعرف بالفعل أين يمكن للشوارع أن تأخذك أمب  ما هو ,1
 الاشياء بارد,0
لا أجد في حياتي أي شيء جميل أو مريح فقط ثقل الحزن والألم الذي يرافقني كل لحظة,1
أنا أكره نفسي ، هل أريد فقط أن أموت لا أستحق أن أعيش,1
 أحبك ,0
نطاق الرعب يقتبس العمل المكتبي الممل سيأخذ إعادة التعديل العقلي المستمر  وهذا مختلف عن كل يوم كيف,0
انا اريده,0
ما زلت أتعامل مع ما يهمني أكثر بالنسبة لي وأنا أكره نفسي ، لذا اللعنة اللعنة كثيرًا لكونها هكذا,1
 حقًا لم يعد بطل  أريد أن أموت,1
يبدو أن تناول الكباب في الشمس يبدو وكأنه عنوان أغنية سيئ هكتار ذلك أيضًا,0
 هل ذهبت إلى معرض   أحبه هناك,0
  شكرًا بالتأكيد أفضل مما كان عليه في منتصف يوم أمس في وقت ما كنت أتجول مثل  من  ,0
  تهانينا هاري ستايلز على الفوز بجائزة اختيار   لـ    ,0
أنت تأخذ وقتًا للتفكير في موعد ولكني أريد أن أخرجك غدًا للنظر في حلقات الخطبة,0
لم أعد أطيق الألم النفسي وأبحث عن مكان أجد فيه السلام,1
 نعم اعتقدت أن هوليوود كانت تعلمنا أن نكون خضراء والآن أفضل فيلم يدور حول سيارات قوية حقًا تسير بسرعة,0
كان هناك شاب سئم من الإقامة في هذا العالم الذي أطلقوا عليه هذا العالم الحي ، لكنه لا يخطر,1
